iter	Logloss
139	0.40075099
140	0.4002552687
141	0.3996342253
142	0.3991021676
143	0.3986421145
144	0.3981785108
145	0.3973453586
146	0.3969999019
147	0.3962516632
148	0.3958056102
149	0.394897725
150	0.3938514332
151	0.393344381
152	0.3928496252
153	0.3924410499
154	0.3919525502
155	0.3916544417
156	0.3909482141
157	0.3906038659
158	0.389849272
159	0.3892820867
160	0.3889060306
161	0.3885705346
162	0.3881564128
163	0.387388347
164	0.3871157272
165	0.3865571706
166	0.3860447942
167	0.3855392555
168	0.3852555778
169	0.3845727937
170	0.384134942
171	0.3838623291
172	0.38346015
173	0.3828554442
174	0.3826323954
175	0.3820866804
176	0.3817086544
177	0.3812357108
178	0.3809986229
179	0.3805786188
180	0.3803478641
181	0.3799345255
182	0.3795830208
183	0.3794730229
184	0.3793336518
185	0.3790247182
186	0.3786133178
187	0.3782258682
188	0.3778388889
189	0.377231834
190	0.3770374904
191	0.3764743711
192	0.376080103
193	0.3758713618
194	0.3756617564
195	0.3753408494
196	0.3747651874
197	0.3744551418
198	0.3737587447
199	0.3735791514
200	0.3732502837
201	0.3729850121
202	0.372734827
203	0.3725477512
204	0.3720865108
205	0.3718714382
206	0.371167714
207	0.3709923174
208	0.3705199388
209	0.3698975273
210	0.3696889772
211	0.3695319468
212	0.369179329
213	0.3689445441
214	0.3688513754
215	0.3685274548
216	0.3683125489
217	0.3680038899
218	0.3679563608
219	0.3675494354
220	0.3671376126
221	0.36701144
222	0.3668271798
223	0.3664922963
224	0.3663894841
225	0.3659345075
226	0.3656953581
227	0.3653456254
228	0.3646460195
229	0.3645361255
230	0.3643839677
231	0.364169249
232	0.3640175045
233	0.3637313444
234	0.3633629601
235	0.3631622545
236	0.3628418981
237	0.3627352091
238	0.3625777027
239	0.3625030333
240	0.3624223993
241	0.3621527456
242	0.3617695286
243	0.3609851666
244	0.3607972039
245	0.3606611494
246	0.3605591682
247	0.3602623455
248	0.3601436669
249	0.3600294422
250	0.3596690245
251	0.3595945833
252	0.3594450099
253	0.3593643649
254	0.3592269359
255	0.3589673589
256	0.3587057536
257	0.3585683712
258	0.3583802605
259	0.3579378981
260	0.3575048418
261	0.3574175526
262	0.3573209344
263	0.3569761319
264	0.3568586855
265	0.3566031767
266	0.356474704
267	0.3561757539
268	0.3560718816
269	0.3556714716
270	0.3555674332
271	0.3554325981
272	0.3552702666
273	0.3551586067
274	0.354985892
275	0.3546822897
276	0.354634065
277	0.3545233355
278	0.354416991
279	0.3542468568
280	0.3540788238
281	0.3537921995
282	0.3535618838
283	0.3531908747
284	0.3530912948
285	0.3530138021
286	0.3525443931
287	0.3523781732
288	0.3522761043
289	0.3521468534
290	0.3517759107
291	0.3517210201
292	0.3516270873
293	0.3514749023
294	0.3512529834
295	0.3511619161
296	0.3509295411
297	0.3508109501
298	0.3505909221
299	0.3504903874
300	0.3504357923
301	0.3501453394
302	0.3499599929
303	0.3499063407
304	0.3497983964
305	0.3497118181
306	0.3494811202
307	0.3493281396
308	0.3488571642
309	0.3487365181
310	0.3486862553
311	0.3484454535
312	0.3483496646
313	0.3482788239
314	0.3481885232
315	0.3481287938
316	0.3479562429
317	0.3477262503
318	0.3476116248
319	0.3475150161
320	0.347037479
321	0.3468481698
322	0.3467635264
323	0.3465597122
324	0.3464636473
325	0.3463691359
326	0.3463016624
327	0.3459255737
328	0.3458237833
329	0.3454770984
330	0.3452655032
331	0.345053091
332	0.3449287284
333	0.3448497223
334	0.3446895179
335	0.3445016537
336	0.3444147985
337	0.3443225753
338	0.3442193755
339	0.34402831
340	0.343925341
341	0.3435265058
342	0.3434161876
343	0.3433581433
344	0.3432361407
345	0.3431398912
346	0.3430406482
347	0.3429311067
348	0.3427333937
349	0.3425907194
350	0.3423601833
351	0.3422034103
352	0.3420812556
353	0.3419925707
354	0.3418565991
355	0.341718428
356	0.3416337696
357	0.3413953555
358	0.3412954037
359	0.3412438298
360	0.3411379586
361	0.3410725398
362	0.3408814565
363	0.3407461161
364	0.3406392831
365	0.3405257938
366	0.3404405379
367	0.3403574728
368	0.3403106221
369	0.3402543188
370	0.3401801858
371	0.3401086633
372	0.3399704038
373	0.3399090699
374	0.3398253864
375	0.339775211
376	0.3396456551
377	0.3395700061
378	0.3394402714
379	0.3392876704
380	0.3391838675
381	0.3390991301
382	0.3390447584
383	0.3389665329
384	0.3388739847
385	0.3387790588
386	0.3386953022
387	0.3386049688
388	0.3385358506
389	0.3384397419
390	0.3383511665
391	0.3382578004
392	0.3381599015
393	0.338105929
394	0.3380214147
395	0.3377961732
396	0.3376188518
397	0.3375366798
398	0.33748794
399	0.337416166
400	0.3373446933
401	0.3371316595
402	0.3370995782
403	0.3369928975
404	0.3369076527
405	0.33680115
406	0.3367137208
407	0.3366399593
408	0.3365405957
409	0.3364263608
410	0.3362973027
411	0.3361418044
412	0.3360560777
413	0.3360003574
414	0.3359267353
415	0.3358346663
416	0.3357776158
417	0.3356916055
418	0.3356098506
419	0.3355007685
420	0.3354704444
421	0.3354171788
422	0.3353766993
423	0.3350835481
424	0.3347487513
425	0.3346323297
426	0.3345444582
427	0.3344800136
428	0.3344028451
429	0.3342979512
430	0.3342087261
431	0.3340629653
432	0.333956389
433	0.3338697336
434	0.3336875614
435	0.3336236935
436	0.3335495451
437	0.3333585809
438	0.3332902876
439	0.333217845
440	0.3330191103
441	0.3329275191
442	0.3328356901
443	0.3327306385
444	0.3326402046
445	0.3325421671
446	0.3324608909
447	0.3323883103
448	0.3322423107
449	0.3320760106
450	0.3320022615
451	0.3319446253
452	0.3318611466
453	0.331797004
454	0.3317312026
455	0.3314610157
456	0.3313613465
457	0.3313018277
458	0.3312327833
459	0.3311170866
460	0.3310476048
461	0.3309370685
462	0.3308465716
463	0.3308002016
464	0.3307028949
465	0.3306015546
466	0.3304143605
467	0.3301598408
468	0.3300883884
469	0.3300112726
470	0.3299446059
471	0.3298759385
472	0.3297669867
473	0.3296585919
474	0.329521623
475	0.329430349
476	0.3293470978
477	0.3292392415
478	0.3291310635
479	0.3290360399
480	0.3289686955
481	0.3289015929
482	0.328824536
483	0.3287351573
484	0.3286504912
485	0.3285731203
486	0.3284784699
487	0.3283982272
488	0.3283242771
489	0.3282180049
490	0.3280682178
491	0.3279673669
492	0.3278861062
493	0.3278039406
494	0.3277219348
495	0.3276017007
496	0.327510245
497	0.3274382019
498	0.3273795482
499	0.3272773557
500	0.3271893451
501	0.3270896618
502	0.3269152047
503	0.3268314184
504	0.3267450065
505	0.326662339
506	0.3265389942
507	0.3264493429
508	0.3262588474
509	0.3261812157
510	0.3261260549
511	0.3260170356
512	0.3259132001
513	0.3258439846
514	0.3257718732
515	0.3256191841
516	0.3255299401
517	0.3254409604
518	0.3253660532
519	0.3252909895
520	0.325151767
521	0.3250902756
522	0.3250089055
523	0.3249409445
524	0.3248611365
525	0.3247830711
526	0.3247177132
527	0.3245886364
528	0.3244992898
529	0.3243745414
530	0.3242947882
531	0.3242212517
532	0.3241330946
533	0.3239981638
534	0.3239391935
535	0.3238576955
536	0.3235559043
537	0.3234806766
538	0.3233815269
539	0.3232862358
540	0.323189612
541	0.3231620968
542	0.3231084387
543	0.3230495075
544	0.3229398139
545	0.3228633139
546	0.3225490972
547	0.3223602022
548	0.3222580285
549	0.3221670493
550	0.3220968356
551	0.3220190347
552	0.3219401048
553	0.3218664043
554	0.3216585528
555	0.3215311483
556	0.3214684155
557	0.3213950458
558	0.3211296001
559	0.3209698158
560	0.3207874063
561	0.3206990713
562	0.3205946507
563	0.3204977352
564	0.3203923754
565	0.3203274916
566	0.3202203462
567	0.3201255394
568	0.3200759893
569	0.3199625484
570	0.319880593
571	0.3198131446
572	0.3197236293
573	0.3196350172
574	0.3195572167
575	0.3194950535
576	0.3193976076
577	0.3193016018
578	0.3191137372
579	0.3190515042
580	0.3189769994
581	0.3188821545
582	0.3187967115
583	0.3187306296
584	0.3185936758
585	0.3185009549
586	0.3183768654
587	0.3181696114
588	0.3181216965
589	0.3180632385
590	0.3179689342
591	0.3178754149
592	0.3177484062
593	0.3176758685
594	0.3175831934
595	0.3175008788
596	0.3174260675
597	0.3173595173
598	0.3172723472
599	0.317197018
600	0.3171552161
601	0.317080532
602	0.3170061527
603	0.3169075208
604	0.316812696
605	0.3167400202
606	0.3166665604
607	0.3165900278
608	0.3164659916
609	0.3163883078
610	0.316283653
611	0.316201841
612	0.3161377261
613	0.3160448678
614	0.3159787595
615	0.3159030388
616	0.315670255
617	0.3156012537
618	0.3155024098
619	0.3154388239
620	0.3153634432
621	0.3152372385
622	0.3151511361
623	0.3150861017
624	0.3149681919
625	0.3148892685
626	0.3148224383
627	0.314731739
628	0.3146368605
629	0.3145504804
630	0.31447321
631	0.3144199241
632	0.3143325086
633	0.3142141223
634	0.3141199277
635	0.3140651618
636	0.3139748183
637	0.3138491426
638	0.3137599535
639	0.3136635858
640	0.3135984355
641	0.3135117771
642	0.3134469101
643	0.313352225
644	0.3131032866
645	0.313023948
646	0.3129555179
647	0.3129292254
648	0.3128220919
649	0.3127488178
650	0.3126502032
651	0.312585234
652	0.3125125201
653	0.3124206365
654	0.3123360998
655	0.3122106216
656	0.3121337103
657	0.3120510605
658	0.3119602779
659	0.3118858257
660	0.3117939246
661	0.3116954188
662	0.311566988
663	0.3114662708
664	0.3113829831
665	0.3111440837
666	0.3109191762
667	0.3108112612
668	0.3107316545
669	0.3106345702
670	0.3105590253
671	0.3104552162
672	0.3103677578
673	0.3102947491
674	0.3102124215
675	0.3101331368
676	0.3100732491
677	0.3100121844
678	0.3099469993
679	0.3098501309
680	0.3097644725
681	0.3096706054
682	0.3096080152
683	0.3095341843
684	0.3094591702
685	0.3093920433
686	0.309317559
687	0.3092286397
688	0.3091452315
689	0.3090684453
690	0.3089888534
691	0.308891647
692	0.3088048387
693	0.3087788182
694	0.3086728489
695	0.3085665494
696	0.3084754066
697	0.3083757712
698	0.3083123045
699	0.3082233062
700	0.308141168
701	0.308052911
702	0.3079852841
703	0.3078985735
704	0.3078096638
705	0.3077002693
706	0.3076007671
707	0.3075347594
708	0.3074607294
709	0.3073722988
710	0.3072724218
711	0.3071941914
712	0.307114624
713	0.3070420782
714	0.3069702359
715	0.3068582002
716	0.3067852839
717	0.3067125133
718	0.3066125533
719	0.306504471
720	0.3064255797
721	0.3063419508
722	0.3062413368
723	0.3061542337
724	0.3060892799
725	0.3059997744
726	0.3059150898
727	0.3058374894
728	0.3057438732
729	0.3056879905
730	0.3056007968
731	0.3055335545
732	0.305454935
733	0.3053913629
734	0.3053329333
735	0.3052286845
736	0.3051543319
737	0.3050816881
738	0.3050020191
739	0.304921525
740	0.3048318494
741	0.3047368582
742	0.3046385167
743	0.3045727258
744	0.3044772575
745	0.304388139
746	0.3042873108
747	0.3042186482
748	0.3041324753
749	0.3040323191
750	0.303928163
751	0.3038420127
752	0.303758778
753	0.3036669215
754	0.303571622
755	0.3034839997
756	0.3034069846
757	0.3033268435
758	0.3032265108
759	0.3031512767
760	0.3030390576
761	0.3029545981
762	0.3028541846
763	0.3027907003
764	0.302685241
765	0.3025791833
766	0.3024976526
767	0.3023912414
768	0.3023064949
769	0.3021943003
770	0.3021128816
771	0.3020181542
772	0.3019419204
773	0.3018511135
774	0.3017567421
775	0.3016879383
776	0.3015996356
777	0.3015143861
778	0.3014016671
779	0.3012964359
780	0.3011976582
781	0.3011173605
782	0.3010250003
783	0.3009100972
784	0.3008324082
785	0.3007407828
786	0.3006584294
787	0.3005566701
788	0.3004517019
789	0.3003685724
790	0.3002859832
791	0.3001711396
792	0.3000919691
793	0.2999988377
794	0.2999131838
795	0.2998136444
796	0.2997338851
797	0.2996590872
798	0.2995778074
799	0.2994818799
800	0.2993805297
801	0.2992880062
802	0.2991672468
803	0.2990890264
804	0.2989689054
805	0.2988878569
806	0.2988182383
807	0.2987149158
808	0.298644723
809	0.2985393379
810	0.2984561297
811	0.2983617679
812	0.2982640147
813	0.298179171
814	0.2980799405
815	0.2979627714
816	0.2978499554
817	0.2977559654
818	0.2976570856
819	0.2975616288
820	0.2974900447
821	0.2973934603
822	0.297286584
823	0.2972081131
824	0.297091493
825	0.2970014087
826	0.2969171228
827	0.2968306066
828	0.2967244011
829	0.2966382987
830	0.2965626581
831	0.2964767387
832	0.296356556
833	0.2961762106
834	0.2960758267
835	0.2959683827
836	0.2958623534
837	0.2957759385
838	0.2956682374
839	0.295581459
840	0.2954955734
841	0.295397955
842	0.2953017461
843	0.2952153639
844	0.2951199174
845	0.2950050722
846	0.2949133891
847	0.2948202037
848	0.294729025
849	0.2946197797
850	0.2945266584
851	0.2944227527
852	0.2943122384
853	0.2942078954
854	0.2941166279
855	0.2940162506
856	0.2939015344
857	0.2938088237
858	0.2937011694
859	0.2936077042
860	0.2935119851
861	0.2934288148
862	0.2933188508
863	0.293207304
864	0.2931086713
865	0.2930071057
866	0.2929320652
867	0.2928238379
868	0.2927231895
869	0.29262847
870	0.2925305387
871	0.2924252801
872	0.2923199008
873	0.2922264959
874	0.2921410965
875	0.2920494999
876	0.2919412373
877	0.2918402157
878	0.2917393683
879	0.2916388094
880	0.2915331799
881	0.2914339903
882	0.2913311716
883	0.2912411924
884	0.2911423372
885	0.2910371011
886	0.2909296332
887	0.2908177707
888	0.2907018356
889	0.2906209824
890	0.2905137112
891	0.2904068955
892	0.290324486
893	0.2902442131
894	0.2901397343
895	0.290035285
896	0.2896602276
897	0.2895525186
898	0.2894705292
899	0.2893842888
900	0.28928327
901	0.2891868476
902	0.2890887026
903	0.2889879189
904	0.2888914248
905	0.2887791598
906	0.2886751518
907	0.2885789849
908	0.2884923902
909	0.2883926584
910	0.2883086572
911	0.2882046446
912	0.2881009496
913	0.287995206
914	0.287899885
915	0.2877951587
916	0.287703174
917	0.287603596
918	0.2875087965
919	0.2874092501
920	0.2873243777
921	0.2872272788
922	0.287134805
923	0.2870388964
924	0.2869346282
925	0.2868313769
926	0.2867296768
927	0.2866351894
928	0.2865388673
929	0.2864437447
930	0.2863380026
931	0.2861717694
932	0.2860712596
933	0.2858873586
934	0.2857842265
935	0.2856920026
936	0.2855906325
937	0.2854995784
938	0.2853975547
939	0.2853144181
940	0.2852188797
941	0.285122408
942	0.2850234942
943	0.28486974
944	0.2847704573
945	0.2846711523
946	0.2845870377
947	0.2844879046
948	0.2843928482
949	0.2842307655
950	0.2841490003
951	0.2840629672
952	0.2839695519
953	0.2838193581
954	0.2837199514
955	0.2836274231
956	0.2835365208
957	0.283453389
958	0.2833580841
959	0.2832588478
960	0.2831613423
961	0.2830630658
962	0.2829758179
963	0.2828907891
964	0.2827966972
965	0.2827008866
966	0.2826067863
967	0.2825171235
968	0.2824254148
969	0.2823302778
970	0.2822341666
971	0.2821412117
972	0.2819951762
973	0.2819008222
974	0.2818024849
975	0.2817067962
976	0.2816153479
977	0.2815262127
978	0.2814298733
979	0.2813340633
980	0.2812384505
981	0.281090883
982	0.2809966676
983	0.2809132839
984	0.2808221969
985	0.2807266423
986	0.2806339037
987	0.2805393864
988	0.2804430604
989	0.2803606767
990	0.2802663349
991	0.2801744176
992	0.280081303
993	0.2799873922
994	0.2798940847
995	0.2798021815
996	0.2797046134
997	0.2796019152
998	0.2795088663
999	0.2793513917
